cost_train,loss_train,obj_train,cost_test,loss_test,obj_test,time,n_actions,uncover_train,conflict_train,uncover_test,conflict_test
0.2248724905729123,0.24183006535947713,0.4667025559323894,0.22007702459616682,0.24324324324324326,0.46332026783941005,4010.815876789973,8,0.17320261437908496,0.1225296442687747,0.21621621621621623,0.10344827586206896
0.31830042662843366,0.11764705882352941,0.43594748545196305,0.299361124292961,0.2222222222222222,0.5215833465151832,3586.3037445679656,8,0.0427807486631016,0.4972067039106145,0.1111111111111111,0.6875
0.05617231904543391,0.4,0.4561723190454339,0.04933424906601331,0.5384615384615384,0.5877957875275518,3778.5896210800274,8,0.12,0.045454545454545456,0.23076923076923078,0.05
0.20190976890903342,0.2761904761904762,0.47810024509950966,0.24349775862316472,0.5454545454545454,0.7889523040777101,3715.8384755479638,8,0.14761904761904762,0.19553072625698323,0.2727272727272727,0.5
0.28754932664055755,0.14393939393939395,0.43148872057995147,0.28590272944730794,0.06818181818181818,0.3540845476291261,4712.269276490028,8,0.03787878787878788,0.4645669291338583,0.022727272727272728,0.4883720930232558
0.05646949467573453,0.23107569721115537,0.2875451918868899,0.06007668784212349,0.07407407407407407,0.13415076191619757,4031.1015405399958,8,0.11553784860557768,0.0045045045045045045,0.07407407407407407,0.0
0.158372119690247,0.37218045112781956,0.5305525708180665,0.18381048208882922,0.37037037037037035,0.5541808524591996,4106.817063422059,8,0.13157894736842105,0.30303030303030304,0.037037037037037035,0.2692307692307692
0.0539100957843214,0.23076923076923078,0.28467932655355216,0.058012077338362056,0.2708333333333333,0.32884541067169537,4482.256538429065,8,0.09487179487179487,0.0028328611898017,0.020833333333333332,0.0
0.05398680411964643,0.20701754385964913,0.26100434797929556,0.05127234676181077,0.25,0.30127234676181075,4567.734292448033,8,0.03508771929824561,0.0,0.08333333333333333,0.0
0.20149911691323993,0.13,0.33149911691323997,0.19176881047723637,0.2222222222222222,0.4139910326994586,4190.050987820956,8,0.17,0.28313253012048195,0.25925925925925924,0.25
